Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Гравицапа;16;61;3
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Зона рискованного земледелия;16;54;4
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Бусинки!;10;52;5
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Халапенисы;12;50;6
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Серпентарий;10;50;7
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Рамин Джавади;5;44;8
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Корейские уточки;8;43;9
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Джастин Грустин;9;42;10
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Паровозик, который пробует;8;41;11
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Синдром самозванца;9;40;12
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Ке Каццо;6;35;13
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Шмели;7;33;14
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Не вопрос;5;31;15
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Да моя ж ты наша, за кого ж ты вышла?;3;29;16
[сериалы] SPB #5;Puberty;21.08.2022;Вс;2;Говядина;1;14;17
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Ласка Магия Черного;24;57.5;1
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Башу;24;56.5;2
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;ЛЛ;22;56.5;3
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Теленок несмышленый губами ищет мамки вымя;24;56;4
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Боль в спине;24;55;5
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;La La Band;21;55;6
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Во всем виноват Тиндер;24;53.5;7
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Гравицапа;24;52.5;8
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Белки-летяги;21;51.5;9
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Умка;21;50;10
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Крутое Пике;22;49.5;11
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Барби-колясочница;19;49.5;12
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Музыкальный абьюз;19;49;13
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Страшно, вырубай!;18;48.5;14
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Пурген от кашля;22;47;15
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Соня молчит;19;46.5;16
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Daft Punk покинул чат;19;45.5;17
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Ке Каццо;19;43.5;18
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Паровозик Пейна;19;43;19
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Буква YOU;19;42.5;20
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Во всем виноват Буй;16;41.5;21
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Корейские уточки;19;40.5;22
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Корень из четырёх;18;40.5;23
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Мы тут в первый раз;17;40.5;24
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Мальчик хочет в Тамбов;13;40.5;25
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Клуб фанатов Глеба;14;39;26
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Эталон этанола;17;38;27
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Егор;15;35.5;28
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;Не смотрели, но знаем!;8;27.5;29
[про кино] 2010-х SPB #1;Хали-Гали;25.08.2022;Чт;1;А текила здесь есть?;10;25.5;30
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Музыкальный абьюз;36;68.5;1
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Сирень и крыжовник;33;68.5;2
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;In team;28;60.5;3
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Унаги;26;56.5;4
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Святой Горшок Уилла Байерса;25;51.5;5
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Unagi;26;47.5;6
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;The Addams Family;22;47.5;7
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Суп гороховый без хлеба;20;47;8
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Паровозик, который пробует;17;46;9
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Карманные Дети Вассермана;25;45;10
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;hesoyam;22;44.5;11
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Дима против;17;39;12
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Белки-летяги;14;38.5;13
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Чистота - Чисто Тайд;16;37.5;14
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Помогите, я дура;16;35.5;15
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;тру фанатки дяди Лёши;13;34.5;16
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Шевели булками!;11;33.5;17
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Плесень и Меланхолия;13;31.5;18
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Игътибар;9;25.5;19
[Очень странные дела] SPB #1;Puberty;27.08.2022;Сб;1;Электрические самосвалы;5;25;20
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Broforce;24;60;1
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Последнее место;24;59.5;2
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Камю ин ё Кант;24;56;3
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Банановый милкшейк;24;54.5;4
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Пакеты на сатурн;24;54;5
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Локи жив;24;53;6
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;1?=!;20;52.5;7
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Оранж Блад;22;52;8
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Истина в пиве, короче...;22;52;9
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Нищета и порочность;20;52;10
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;FullHouse!;22;51.5;11
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Пиратские копии;22;51;12
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Что? ГДЕ ЕДА?;21;50.5;13
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Вовка-морковка;20;49;14
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Разгонщики туч;20;47.5;15
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Тайота Шеврале;21;47;16
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;А ты хорош,мужик !;21;46;17
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Контрольная затупка;17;46;18
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Халапенисы;20;43.5;19
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Улыбаемся и машем;16;43.5;20
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Игътибар;17;42;21
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Недоброе мороженое;18;35.5;22
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Артём и пуссикэтдоллс;17;35;23
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;AquaDance;14;30;24
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Shine bright like a diamond;16;29.5;25
[про кино] 2010-х SPB #1;Дворец Олимпия;28.08.2022;Вс;2;Неопознанный аксолотль;11;27;26
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Осколки Империи;17;95;1
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Ракета;16;89;2
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;взрывные котята;14;88;3
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;La La Band;19;83;4
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Ёмахо-ёмасо;14;79.5;5
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Есус дай нам сил;14;79.5;6
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Одна алкаха, два запивона;15;79;7
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;smash no trash;17;78;8
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Плохо слышно!;12;76.5;9
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Подержи моё пиво;15;75;10
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Никто не вудиаллен;11;74.5;11
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Диво люди;11;74;12
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Медведь вам на ухо;10;73;13
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Ура! Я Подебил;11;72;14
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Все в сборе;11;71.5;15
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Жожоба;12;66;16
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Кукурузная голова;8;65;17
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Соси Прощения;11;64.5;18
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Если бы мы знали, но мы не знаем;11;64;19
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Улыбаемся и Маша;13;61.5;20
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Знаем, но молчим;11;55.5;21
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;Остановка сознания;9;55.5;22
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;А что такого сказала?!;6;51;23
[music party] рашн эдишн SPB #1;Хали-Гали;28.08.2022;Вс;3;подающие надежду;6;33;24
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Последнее место;16;94;1
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Теленок несмышленый губами ищет мамки вымя;17;93;2
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;1?=!;20;92;3
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Слабоумие и отвага;15;83;4
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Отморозь себе все;18;82;5
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Мальчик хочет в Тамбов;18;80;6
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Оранж Блад;15;75;7
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Графские развалины;15;75;8
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Плесень и меланхолия;15;74;9
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Жилетка Вассермана;15;71;10
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Музыкальный абьюз;15;71;11
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Грамм Философского Камня;13;71;12
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Бусинки!;15;70;13
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Белки-летяги;10;70;14
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Бумажный диплодок на папироске;15;68;15
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Подотрешь!;13;68;16
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Бритни уже не та;13;67;17
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Сапоги-скоросшиватели;14;64;18
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Пир духа;14;63;19
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Хороший, плохой, глухой;13;62;20
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Узкое место;10;62;21
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Команда Одина;9;62;22
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Южный дрифт;11;61;23
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Зайчатки разума;10;59;24
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Клуб фанатов Глеба;11;58;25
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Че за лев этот тигр!;12;57;26
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Могло быть и хуже;7;54;27
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Twisters;15;52;28
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Шестое чувство;7;50;29
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;ПАКиСТАН;4;48;30
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Титчеры;9;40;31
[music party] SPB #6;Хали-Гали;08.09.2022;Чт;1;Двое из гетто;5;31;32
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Команда по спасению русского рэпа;20;98;1
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Broforce;14;91;2
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Утренние твари;18;87;3
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Гравицапа;17;87;4
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Серпентарий;18;81;5
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Пантеры без Р;18;80;6
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Барби-колясочница;17;80;7
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Камю ин ё Кант;15;78;8
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;La La Band;13;78;9
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Шапито;15;77;10
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Daft Punk покинул чат;14;73;11
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Халапенисы;16;72;12
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Hasta la vista!;14;72;13
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Крутое Пике;11;72;14
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Душные гиены;10;71;15
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;ВсеСоки.ру;9;71;16
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Ай лав НИИ;12;70;17
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Во всем виноват Тиндер;14;68;18
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Есус дай нам сил;14;67;19
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Недоброе мороженое;17;66;20
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Домашнее видео;14;66;21
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Несите полусладкое;12;66;22
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Мамины спагетти;8;65;23
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Датский драник;16;64;24
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Макароны по-бродски;12;64;25
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Пенсия;8;61;26
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;ТОТ Самый;10;56;27
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;пакостные девчонки;10;55;28
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Без фантазии;7;51;29
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Два раза направо;6;49;30
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;Вещи в Хлебе;7;42;31
[music party] SPB #6;Хали-Гали;11.09.2022;Вс;2;RWChallenge;6;29;32
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Где Френсис?;22;73;1
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Локи жив;20;65;2
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Маховик Бремени;13;64;3
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Камю ин ё Кант;22;63;4
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Сирень и крыжовник;19;58;5
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Зачем Гамора?;13;58;6
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Белки-летяги;15;56;7
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Капитан Кастрюлька;14;54;8
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Пир духа;16;53;9
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Ну давай как обычно;17;51;10
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Истина в пиве, короче...;12;49;11
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Буква YOU;14;48;12
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Друзья с работы;14;46;13
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Бусинки!;11;45;14
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Серпентарий;10;44;15
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Сложные щи;11;42;16
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Паровозик Пейна;14;41;17
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Крутое пике;17;38;18
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;ТОТ Самый;16;37;19
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Труребята;9;34;20
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Синий крик;8;34;21
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Седая ночь;5;31;22
[MARVEL] SPB #3;Puberty;14.09.2022;Ср;1;Фартук Моники;1;21;23
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Зигзаг у Дачи;18;60;1
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Теленок несмышленый губами ищет мамки вымя;18;60;2
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Игътибар;17;59;3
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Камю ин ё Кант;16;55.5;4
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Банановый милкшейк;12;51.5;5
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Делать людям нечего;18;49.5;6
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;нелегкие на подъем;13;49.5;7
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Умом;13;48;8
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Псы да лисы;18;45.5;9
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Прыг-скок команда;12;45.5;10
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Крабовая палочка;13;44;11
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;"""Epic Fail""";8;41.5;12
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Пурген от кашля;8;41.5;13
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Музыкальный абьюз;8;40.5;14
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Рыжие в обносках;9;40;15
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Олег внутреннего сгорания;10;39;16
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Сделал дело, воспитай;13;38.5;17
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Серпентарий;2;36;18
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;1980;3;35;19
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Домашнее видео;10;34;20
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;ВНЛД;4;33;21
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Соня молчит;3;31.5;22
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Мини Стерство;0;29;23
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Dreamteam;3;28.5;24
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Недоброе мороженое;0;25;25
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;Карикатурысь;-7;18;26
[мультики] SPB #6;Rossi's Club;16.09.2022;Пт;1;вши;-3;16;27
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Идеальные незнакомцы;16;85;1
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Дюмасброды;18;83;2
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Синяя шапочка;16;80;3
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Осколки Империи;18;77;4
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Mute-ные;10;74;5
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Diputs era ew!;15;71;6
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Хмели сумели;16;70;7
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Футболка с ДиКаприо;6;68;8
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Дерзкие улитки;9;66;9
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;цыганский рэп;18;65;10
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Чугун моя слабость;14;62;11
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Вовка-морковка;14;62;12
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Чистота - Чисто Тайд;13;59;13
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Пабло Эскобар;15;58;14
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Введите название;12;58;15
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Знаем, но молчим;15;56;16
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;ВНЛД;12;55;17
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Заики в караоке;7;55;18
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Лига теней;11;54;19
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Какая же ты, Варь!;7;50;20
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Топ Топыч;12;45;21
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Музыкальный курвиметр;9;45;22
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Секс в большом городе;6;44;23
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;Грелка;10;42;24
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;DG-team;9;38;25
[music party] SPB #6;Руки ВВерх! Бар;18.09.2022;Вс;3;ВИАгра;0;12;26
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;1?=!;18;63.5;1
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Broforce;19;60;2
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Во всем виноват Тиндер;20;59.5;3
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Камю ин ё Кант;19;59.5;4
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Коалиция ЛИквидации Терроризмом Обезьяньего Рабства;21;59;5
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Теленок несмышленый губами ищет мамки вымя;19;57;6
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Золотой состав ВИАГРЫ;20;56.5;7
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Последнее место;18;56;8
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Идеальные незнакомцы;19;55.5;9
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;FullHouse!;21;55;10
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Остановите свингер-пати;19;55;11
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Барби-колясочница;19;54.5;12
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Абсолютная власть;17;53;13
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Гравицапа;18;52;14
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Мальчик хочет в Тамбов;15;51;15
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;La La Band;14;51;16
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Ракета;19;50.5;17
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Игътибар;16;49.5;18
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Белки-летяги;16;49;19
Церемония открытия сезона игр [кино и музыка] SPB ;ЦИНЬ;22.09.2022;Чт;1;Боль в спине;13;48.5;20
