Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Могучая кучка;12;62;18
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;ВсеСоки.ру;12;62;19
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Третье отделение;11;61;20
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Малефифтисента;13;59;21
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Shine bright like a diamond;9;59;22
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Потом придумаем название;12;56;23
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Стрелки;11;51;24
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Это Сабининэ Мамэ;11;51;25
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Газпром Арина;9;50;26
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;OLEDофрены;8;48;27
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;27 не приговор;3;47;28
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Любительницы сладкого и полусладкого;8;45;29
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Лера из Сбера;11;43;30
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Team Spirt;10;40;31
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;нецыгане;7;36;32
[кино и музыка] изи SPB #2;Хали-Гали;21.04.2024;Вс;2;Besties and the cucumber;9;33;33
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;La La Band;17;75;1
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;FullHouse!;18;73;2
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Кряж;17;71;3
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Вне зачёта;16;71;4
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Просто (зачеркнуто) Легендарно;16;64;5
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Поющие котики;14;63;6
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Омерзительная балтика восьмерка;12;62;7
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Алё!;12;60;8
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Неприятные люди;10;59;9
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Шевели булками!;11;57;10
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Крутое пике;9;57;11
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Казан Поли;13;55;12
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Panini;9;53;13
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;macro elysium;12;51;14
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Подсобка;12;50;15
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;cool cat;11;50;16
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Курвы;11;50;17
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Гудтаймс;10;48;18
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Угар и Море;9;44;19
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Вечное сияние чистого разума;8;44;20
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Без киноаппарата;7;42;21
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Трое из ларца;4;34;22
[кино и музыка] изи SPB #2;The Legends;22.04.2024;Пн;3;Сквирт, плиз;4;31;23
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Игътибар;20;76;1
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Взболтать, но не смешивать;18;74;2
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Банановый милкшейк;16;72;3
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Золотой состав ВИАГРЫ;17;71;4
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Mongoloid;16;71;5
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Funny cucumber;14;69;6
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Mulan Rouge;17;68;7
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Идеальные незнакомцы;12;68;8
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;пиши-пиши;15;66;9
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;rock bottom;14;66;10
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Шляпа Лазло;15;65;11
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Мы есть Грут;15;65;12
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Просто забей;14;65;13
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Полковник Сандерс приехал на фронт;13;64;14
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Вишнёвый пирог;10;64;15
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Пираньи;15;61;16
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Драко за гаражами;14;61;17
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Тише едешь - пиво будешь?;13;61;18
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Улыбаемся и машем;16;58;19
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Поиграли и хватит;12;56;20
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;IBS;6;56;21
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;И так сойдёт!;9;55;22
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Лепешки от Игорешки;5;51;23
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Serenity;13;50;24
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Далеко не все поймут в чём же дело;11;50;25
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Свиное рыло;15;49;26
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Toxic team;11;49;27
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Секундочку, мы еще не выбрали ответ;8;48;28
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Сквибы;10;46;29
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Слабоумие и отвага!;9;46;30
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Медятина;13;45;31
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Мураками;7;44;32
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Нефтон;6;43;33
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Лерхюттан и Максимера;4;43;34
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;С красивым названием;6;41;35
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;С днём рождения Маша;8;38;36
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Две Столицы;8;36;37
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;УлМа;3;29;38
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Шайка Лейка;5;24;39
[кино и музыка] изи SPB #2;Хали-Гали;25.04.2024;Чт;4;Второе дыхание;6;22;40
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Промахи Макконахи;23;60;1
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Ай лав НИИ;10;46;2
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;СИСЗ;9;39.5;3
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Fire 404;8;39;4
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Дикая рэт;7;39;5
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;НеТаксичные отношения;6;34.5;6
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;DREAM team;10;33.5;7
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Thirty seconds to victory, к-чаууу;6;32.5;8
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Ща газанём!;7;30.5;9
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;На каком основании??;7;29;10
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;ЗаДеньгиДа;6;27;11
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Токсики;6;26.5;12
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Аудитория проводов;5;26;13
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Тролибоба;6;25;14
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;инженегры;4;24.5;15
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;ПонаЕхавШие;3;23;16
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Пакет;1;22;17
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Крысы-ниндзя и Черепашка;3;20.5;18
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Пятничный вечер;-1;20.5;19
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Гоголь;2;16;20
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Нэнси;-4;11;21
[кино и музыка] SPB #136;ЦИНЬ;26.04.2024;Пт;1;Пальцем в небо;1;7.5;22
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Ветераны броуновского движения;12;48;1
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Делегация;13;42.5;2
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Пенсия на горизонте;13;42.5;3
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Грелка;10;41.5;4
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Схема деления;12;40.5;5
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Кукусики;13;40;6
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Сбежали от детей;12;38.5;7
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Чики Бамбони;8;38;8
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Смышлёные Бурундуки;7;38;9
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Кафка;5;37;10
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;SKAI Panda;3;37;11
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Шанчи;10;34.5;12
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Кусь!;9;33.5;13
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Prosecco team;5;31.5;14
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Отчаянные псы попадают в рай;5;31.5;15
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Орумба;8;30;16
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Мда треш;3;30;17
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Кали-Юга близко;8;29.5;18
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Моя новая любимая команда;10;29;19
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Морские волки!;9;28.5;20
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Что будем пить, девочки?;7;28.5;21
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Жоские ТУСЕРЫ;6;26.5;22
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Хотим играть;5;26;23
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Космос;4;26;24
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;А какой был вопрос?;6;24.5;25
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Самовыродки;5;24;26
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Високосный год;6;23.5;27
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Крымские курты;4;23;28
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;#щавсебудет;3;23;29
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;52;5;22;30
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;За чатки разума;2;21.5;31
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Размик;10;21;32
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Вегас;3;21;33
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Сборная солянка;5;20.5;34
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;6 кадров;4;20.5;35
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Верблюдоголовые;2;20.5;36
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Пятница 13-е;2;20.5;37
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Любители коктейлей;4;19;38
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Волчки;3;17;39
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Кинологи;5;15;40
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Случайные гости;2;14.5;41
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Алиса;3;12;42
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Умка;1;11;43
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;В джазе только котики;-1;9.5;44
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;КвизЗаБег;1;8;45
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Мултон Памперс;-6;8;46
Кино и музыка [новички] SPB #136;ЦИНЬ;27.04.2024;Сб;1;Мы можем хуже;-9;0;47
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Ракета;19;65.5;1
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Водичка пузырьки;18;54;2
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Тот самый киноклуб;19;53.5;3
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;По(НА)ехавшие;17;51.5;4
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Боря от ума;16;51;5
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Алабаи;18;48;6
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;И тут реклама авиасейлс;9;45;7
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Биполярные мишки;15;43.5;8
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;По самым скромным подсчетам;8;37;9
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Пальто под шубой;14;36.5;10
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Выйди и зайди нормально;10;36.5;11
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Знакомые сына маминой подруги;6;36.5;12
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Рик верни парик;5;35.5;13
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Я и все остальные;12;35;14
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Воплощение посредственности;9;34;15
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Демон пятницы;7;33.5;16
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Даешь дрозда!;5;33.5;17
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;У моей девочки есть одна маленькая штучка;4;30.5;18
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Диванные эксперты;7;28;19
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Радиоактивные люди;5;27.5;20
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Графские развалины;8;26.5;21
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Чистота - Чисто Тайд;2;25.5;22
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Крепкие орешки со сгущёнкой;6;21;23
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Встреча;3;19.5;24
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Безназвания;1;18;25
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Зона любви;3;16;26
[кино и музыка] SPB #136;Хали-Гали;29.04.2024;Пн;2;Цветочки;3;10.5;27
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Илья Кузнецов;18;66.5;1
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Игътибар;21;64;2
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Broforce;19;64;3
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;1?=!;16;64;4
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;La La Band;19;63;5
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;FullHouse!;16;61;6
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Funny cucumber;19;60;7
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Взболтать, но не смешивать;14;60;8
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Барби-колясочница;16;58;9
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Камю ин ё Кант;19;56;10
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Во всем виноват Тиндер;17;56;11
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Бриджи джонс;18;53.5;12
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Дуа Липтон;15;49.5;13
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Помидорные кобры;13;49;14
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Михаил согласен!;10;47;15
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Волосатый рейс;9;46;16
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Щас, секунда!;13;45.5;17
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Serenity;13;45.5;18
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Персик раздора;13;45.5;19
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Don't stop me MEOOOW;14;44;20
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Заводной грейпфрут;9;44;21
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Нулёвые челы;9;43.5;22
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;OLEDофрены;11;43;23
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;пиши-пиши;13;42;24
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Идеальные незнакомцы;12;42;25
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Пепсики;11;41.5;26
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Ласка магия черного;8;41.5;27
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Глубокая лодка;11;40;28
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Казан Поли;8;40;29
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Оумуамуа;13;38.5;30
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;БД Гэнг;8;36.5;31
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Кровью и потом: Алкоголики;7;36.5;32
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Орорин и Ко;9;34.5;33
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Daft Punk покинул чат;5;32.5;34
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Саня не придумал название;6;31.5;35
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Тень Знаний;4;31;36
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Гулябот;2;31;37
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Змеиное логово;6;30;38
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Рулен Муж;9;28;39
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Гости;7;27.5;40
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Надо брать;4;27.5;41
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;скуфогики;4;27;42
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Фэшнизмайпрофэшн;4;27;43
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Сильная аура;8;26.5;44
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Киану Ривз и компания;3;26.5;45
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Охота на крепкое;2;26.5;46
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Легендары;6;26;47
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Это было не просто смело...;6;25.5;48
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Мой мармеладный, я всегда правда;5;25;49
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Отдел провокации;4;25;50
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Сибирь;6;24;51
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Развитологи;6;23.5;52
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Огневой дракон;7;23;53
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Картель;7;22.5;54
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Вупсень и Пупсень;6;22.5;55
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Здорово;3;22.5;56
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Ануннаки;6;21;57
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Фуфайка;4;18.5;58
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Балтика 9ка;3;17.5;59
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;ЧГК;2;17;60
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;если не мы, то кот;1;15.5;61
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Smart Girls;0;15.5;62
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Святые Пышки;-1;15.5;63
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Оттенки Женщины;4;14;64
[кино и музыка] SPB #136;VOKZAL 1853;03.05.2024;Пт;3;Камил его команда;0;10;65
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Epic Fail;18;75;1
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Лучшее место;18;74;2
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;А я говорила!;9;64;3
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Женщины на грани нервного срыва;14;63;4
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Шляпники;15;62;5
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Фемфурье;12;62;6
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Сильвестры с талонами;11;62;7
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Вовка-морковка;11;62;8
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Киноостров;12;60;9
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Дипломированные специалисты;12;60;10
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Don't stop me MEOOOW;11;59;11
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Мехом внутрь;12;58;12
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Эльфийский лимонад;15;57;13
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Тип Топ пати;13;57;14
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Кот да Винчи;10;56;15
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Малиновый звон;12;54;16
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Кисы-сосисы;10;54;17
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Дауны младшие;9;54;18
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;SpiceGirls;13;53;19
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;ПроГРЭС;11;52;20
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Миссис Хадсон;11;44;21
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;ПереписьДел;10;44;22
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Бородавка Джинни;10;42;23
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Фанфурье;8;41;24
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;88 станция метро;8;39;25
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Ооооо, восьмиглазницаааа;5;39;26
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Дзынь;9;37;27
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;Очевидно же;11;36;28
[кино и музыка] изи SPB #2;Puberty;05.05.2024;Вс;5;NoName;5;36;29
